189000, 0.00093, 0.02
190000, 0.00094, 0.02
191000, 0.00093, 0.02
192000, 0.00092, 0.02
193000, 0.00094, 0.02
194000, 0.00094, 0.02
195000, 0.00093, 0.02
196000, 0.00094, 0.02
197000, 0.00092, 0.02
198000, 0.00094, 0.02
199000, 0.00091, 0.02
200000, 0.00090, 0.02
201000, 0.00090, 0.02
202000, 0.00090, 0.02
203000, 0.00091, 0.02
204000, 0.00089, 0.02
205000, 0.00093, 0.02
206000, 0.00092, 0.02
207000, 0.00095, 0.02
208000, 0.00093, 0.02
209000, 0.00090, 0.02
210000, 0.00090, 0.02
211000, 0.00092, 0.02
212000, 0.00092, 0.02
213000, 0.00093, 0.02
214000, 0.00089, 0.02
215000, 0.00090, 0.02
216000, 0.00095, 0.02
217000, 0.00089, 0.02
218000, 0.00089, 0.02
219000, 0.00093, 0.02
220000, 0.00090, 0.02
221000, 0.00088, 0.02
222000, 0.00092, 0.02
223000, 0.00088, 0.02
224000, 0.00091, 0.02
225000, 0.00088, 0.02
226000, 0.00089, 0.02
227000, 0.00091, 0.02
228000, 0.00086, 0.02
229000, 0.00091, 0.02
230000, 0.00089, 0.02
231000, 0.00089, 0.02
232000, 0.00092, 0.02
233000, 0.00087, 0.02
234000, 0.00089, 0.02
235000, 0.00089, 0.02
236000, 0.00087, 0.02
237000, 0.00090, 0.02
238000, 0.00091, 0.02
239000, 0.00090, 0.02
240000, 0.00091, 0.02
241000, 0.00092, 0.02
242000, 0.00088, 0.02
243000, 0.00090, 0.02
244000, 0.00089, 0.02
245000, 0.00087, 0.02
246000, 0.00087, 0.02
247000, 0.00089, 0.02
248000, 0.00088, 0.02
249000, 0.00088, 0.02
250000, 0.00085, 0.02
251000, 0.00087, 0.02
252000, 0.00088, 0.02
253000, 0.00090, 0.02
254000, 0.00087, 0.02
255000, 0.00089, 0.02
256000, 0.00090, 0.02
257000, 0.00085, 0.02
258000, 0.00087, 0.02
259000, 0.00088, 0.02
260000, 0.00091, 0.02
261000, 0.00087, 0.02
262000, 0.00089, 0.02
263000, 0.00088, 0.02
264000, 0.00088, 0.02
265000, 0.00091, 0.02
266000, 0.00090, 0.02
267000, 0.00085, 0.02
268000, 0.00088, 0.02
269000, 0.00090, 0.02
270000, 0.00088, 0.02
271000, 0.00089, 0.02
272000, 0.00088, 0.02
273000, 0.00091, 0.02
274000, 0.00085, 0.02
275000, 0.00087, 0.02
276000, 0.00087, 0.02
277000, 0.00086, 0.02
278000, 0.00087, 0.02
279000, 0.00089, 0.02
280000, 0.00088, 0.02
281000, 0.00086, 0.02
282000, 0.00086, 0.02
283000, 0.00083, 0.02
284000, 0.00085, 0.02
285000, 0.00085, 0.02
286000, 0.00086, 0.02
287000, 0.00085, 0.02
288000, 0.00089, 0.02
289000, 0.00089, 0.02
290000, 0.00084, 0.02
291000, 0.00088, 0.02
292000, 0.00088, 0.02
293000, 0.00086, 0.02
294000, 0.00084, 0.02
295000, 0.00086, 0.02
296000, 0.00086, 0.02
297000, 0.00086, 0.02
298000, 0.00089, 0.02
299000, 0.00086, 0.02
300000, 0.00086, 0.02
301000, 0.00086, 0.02
302000, 0.00085, 0.02
303000, 0.00087, 0.02
304000, 0.00084, 0.02
305000, 0.00085, 0.02
306000, 0.00083, 0.02
307000, 0.00081, 0.02
308000, 0.00083, 0.02
309000, 0.00084, 0.02
310000, 0.00085, 0.02
311000, 0.00085, 0.02
312000, 0.00085, 0.02
313000, 0.00085, 0.02
314000, 0.00084, 0.02
315000, 0.00085, 0.02
316000, 0.00087, 0.02
317000, 0.00085, 0.02
318000, 0.00086, 0.02
319000, 0.00083, 0.02
320000, 0.00082, 0.02
321000, 0.00086, 0.02
322000, 0.00081, 0.02
323000, 0.00086, 0.02
324000, 0.00084, 0.02
325000, 0.00082, 0.02
326000, 0.00086, 0.02
327000, 0.00084, 0.02
328000, 0.00085, 0.02
329000, 0.00083, 0.02
330000, 0.00082, 0.02
331000, 0.00083, 0.02
332000, 0.00081, 0.02
333000, 0.00087, 0.02
334000, 0.00084, 0.02
335000, 0.00087, 0.02
336000, 0.00084, 0.02
337000, 0.00084, 0.02
338000, 0.00086, 0.02
339000, 0.00084, 0.02
340000, 0.00083, 0.02
341000, 0.00084, 0.02
342000, 0.00086, 0.02
343000, 0.00084, 0.02
344000, 0.00087, 0.02
345000, 0.00087, 0.02
346000, 0.00084, 0.02
347000, 0.00083, 0.02
348000, 0.00088, 0.02
349000, 0.00084, 0.02
350000, 0.00083, 0.02
351000, 0.00081, 0.02
352000, 0.00083, 0.02
353000, 0.00082, 0.02
354000, 0.00086, 0.02
355000, 0.00081, 0.02
356000, 0.00081, 0.02
357000, 0.00083, 0.02
358000, 0.00084, 0.02
359000, 0.00083, 0.02
360000, 0.00084, 0.02
361000, 0.00080, 0.02
362000, 0.00085, 0.02
363000, 0.00085, 0.02
364000, 0.00086, 0.02
